 EQUATION NUMBER
 ---------------------
     node   dof    eqn
  Position       Sxx        Syy        Szz        Sxy        Syz        Szx     
    1         -5.564E+04 -8.299E+02  2.861E+02 -4.046E+03  5.140E+02  1.514E+02
    2         -5.565E+04 -8.589E+02  2.737E+02 -4.120E+03 -5.273E+02 -2.032E+02
    3         -4.582E+04  2.485E+03  1.518E+03 -4.371E+03  5.057E+02  1.455E+02
    4         -4.583E+04  2.456E+03  1.506E+03 -4.444E+03 -5.356E+02 -1.534E+02
    5         -5.665E+04 -2.498E+03 -1.442E+03 -7.948E+02  4.865E+02  1.514E+02
    6         -5.667E+04 -2.526E+03 -1.454E+03 -8.691E+02 -4.990E+02 -2.032E+02
    7         -4.675E+04  9.001E+02 -1.481E+01 -1.119E+03  4.787E+02  1.455E+02
    8         -4.677E+04  8.727E+02 -2.657E+01 -1.193E+03 -5.069E+02 -1.534E+02
 
 STRESS of ELEMENT :  467
 ----------------------------------------------
  Position       Sxx        Syy        Szz        Sxy        Syz        Szx     
    1         -4.121E+04 -1.123E+03 -1.230E+02 -8.360E+03  4.856E+02  1.262E+02
    2         -4.119E+04 -1.092E+03 -1.097E+02 -8.264E+03 -5.145E+02 -1.326E+02
    3         -3.133E+04  2.254E+03  1.253E+03 -8.592E+03  4.945E+02  1.020E+02
    4         -3.131E+04  2.285E+03  1.266E+03 -8.497E+03 -5.057E+02 -1.033E+02
    5         -4.194E+04 -2.323E+03 -1.377E+03 -5.109E+03  4.597E+02  1.262E+02
    6         -4.193E+04 -2.294E+03 -1.364E+03 -5.013E+03 -4.870E+02 -1.326E+02
    7         -3.198E+04  1.134E+03  1.866E+02 -5.341E+03  4.680E+02  1.020E+02
    8         -3.197E+04  1.163E+03  1.992E+02 -5.246E+03 -4.786E+02 -1.033E+02
 
 STRESS of ELEMENT :  468
 ----------------------------------------------
  Position       Sxx        Syy        Szz        Sxy        Syz        Szx     
    1         -4.119E+04 -1.092E+03 -1.097E+02 -8.264E+03  5.145E+02  1.326E+02
    2         -4.121E+04 -1.123E+03 -1.230E+02 -8.360E+03 -4.856E+02 -1.262E+02
    3         -3.131E+04  2.285E+03  1.266E+03 -8.497E+03  5.057E+02  1.033E+02
    4         -3.133E+04  2.254E+03  1.253E+03 -8.592E+03 -4.945E+02 -1.020E+02
    5         -4.193E+04 -2.294E+03 -1.364E+03 -5.013E+03  4.870E+02  1.326E+02
    6         -4.194E+04 -2.323E+03 -1.377E+03 -5.109E+03 -4.597E+02 -1.262E+02
    7         -3.197E+04  1.163E+03  1.992E+02 -5.246E+03  4.786E+02  1.033E+02
    8         -3.198E+04  1.134E+03  1.866E+02 -5.341E+03 -4.680E+02 -1.020E+02
 
 STRESS of ELEMENT :  469
 ----------------------------------------------
  Position       Sxx        Syy        Szz        Sxy        Syz        Szx     
    1         -2.669E+04 -1.340E+03 -3.400E+02 -1.119E+04  4.996E+02  8.321E+01
    2         -2.669E+04 -1.338E+03 -3.393E+02 -1.110E+04 -5.018E+02 -8.286E+01
    3         -1.682E+04  2.035E+03  1.032E+03 -1.133E+04  5.001E+02  5.627E+01
    4         -1.682E+04  2.037E+03  1.033E+03 -1.124E+04 -5.014E+02 -5.622E+01
    5         -2.715E+04 -2.076E+03 -1.130E+03 -7.942E+03  4.729E+02  8.322E+01
    6         -2.715E+04 -2.075E+03 -1.130E+03 -7.850E+03 -4.750E+02 -8.285E+01
    7         -1.719E+04  1.379E+03  4.293E+02 -8.082E+03  4.733E+02  5.628E+01
    8         -1.719E+04  1.380E+03  4.300E+02 -7.989E+03 -4.745E+02 -5.620E+01
 
 STRESS of ELEMENT :  470
 ----------------------------------------------
  Position       Sxx        Syy        Szz        Sxy        Syz        Szx     
    1         -2.669E+04 -1.338E+03 -3.393E+02 -1.110E+04  5.018E+02  8.286E+01
    2         -2.669E+04 -1.340E+03 -3.400E+02 -1.119E+04 -4.996E+02 -8.321E+01
    3         -1.682E+04  2.037E+03  1.033E+03 -1.124E+04  5.014E+02  5.622E+01
    4         -1.682E+04  2.035E+03  1.032E+03 -1.133E+04 -5.001E+02 -5.627E+01
    5         -2.715E+04 -2.075E+03 -1.130E+03 -7.850E+03  4.750E+02  8.285E+01
    6         -2.715E+04 -2.076E+03 -1.130E+03 -7.942E+03 -4.729E+02 -8.322E+01
    7         -1.719E+04  1.380E+03  4.300E+02 -7.989E+03  4.745E+02  5.620E+01
    8         -1.719E+04  1.379E+03  4.293E+02 -8.082E+03 -4.733E+02 -5.628E+01
 
 STRESS of ELEMENT :  471
 ----------------------------------------------
  Position       Sxx        Syy        Szz        Sxy        Syz        Szx     
    1         -1.219E+04 -1.571E+03 -5.686E+02 -1.263E+04  5.013E+02  3.660E+01
    2         -1.219E+04 -1.571E+03 -5.687E+02 -1.254E+04 -5.009E+02 -3.665E+01
    3         -2.313E+03  1.803E+03  8.009E+02 -1.268E+04  5.012E+02  9.806E+00
    4         -2.313E+03  1.803E+03  8.007E+02 -1.259E+04 -5.010E+02 -9.819E+00
    5         -1.237E+04 -1.843E+03 -8.946E+02 -9.383E+03  4.745E+02  3.661E+01
    6         -1.237E+04 -1.843E+03 -8.947E+02 -9.290E+03 -4.741E+02 -3.664E+01
    7         -2.412E+03  1.611E+03  6.625E+02 -9.430E+03  4.744E+02  9.809E+00
    8         -2.412E+03  1.611E+03  6.623E+02 -9.337E+03 -4.742E+02 -9.817E+00
 
 STRESS of ELEMENT :  472
 ----------------------------------------------
  Position       Sxx        Syy        Szz        Sxy        Syz        Szx     
    1         -1.219E+04 -1.571E+03 -5.687E+02 -1.254E+04  5.009E+02  3.665E+01
    2         -1.219E+04 -1.571E+03 -5.686E+02 -1.263E+04 -5.013E+02 -3.660E+01
    3         -2.313E+03  1.803E+03  8.007E+02 -1.259E+04  5.010E+02  9.819E+00
    4         -2.313E+03  1.803E+03  8.009E+02 -1.268E+04 -5.012E+02 -9.806E+00
    5         -1.237E+04 -1.843E+03 -8.947E+02 -9.290E+03  4.741E+02  3.664E+01
    6         -1.237E+04 -1.843E+03 -8.946E+02 -9.383E+03 -4.745E+02 -3.661E+01
    7         -2.412E+03  1.611E+03  6.623E+02 -9.337E+03  4.742E+02  9.817E+00
    8         -2.412E+03  1.611E+03  6.625E+02 -9.430E+03 -4.744E+02 -9.809E+00
 
 STRESS of ELEMENT :  473
 ----------------------------------------------
  Position       Sxx        Syy        Szz        Sxy        Syz        Szx     
    1          2.313E+03 -1.803E+03 -8.009E+02 -1.268E+04  5.012E+02 -9.806E+00
    2          2.313E+03 -1.803E+03 -8.007E+02 -1.259E+04 -5.010E+02  9.819E+00
    3          1.219E+04  1.571E+03  5.686E+02 -1.263E+04  5.013E+02 -3.660E+01
    4          1.219E+04  1.571E+03  5.687E+02 -1.254E+04 -5.009E+02  3.665E+01
    5          2.412E+03 -1.611E+03 -6.625E+02 -9.430E+03  4.744E+02 -9.809E+00
    6          2.412E+03 -1.611E+03 -6.623E+02 -9.337E+03 -4.742E+02  9.817E+00
    7          1.237E+04  1.843E+03  8.946E+02 -9.383E+03  4.745E+02 -3.661E+01
    8          1.237E+04  1.843E+03  8.947E+02 -9.290E+03 -4.741E+02  3.664E+01
 
 STRESS of ELEMENT :  474
 ----------------------------------------------
  Position       Sxx        Syy        Szz        Sxy        Syz        Szx     
    1          2.313E+03 -1.803E+03 -8.007E+02 -1.259E+04  5.010E+02 -9.819E+00
    2          2.313E+03 -1.803E+03 -8.009E+02 -1.268E+04 -5.012E+02  9.806E+00
    3          1.219E+04  1.571E+03  5.687E+02 -1.254E+04  5.009E+02 -3.665E+01
    4          1.219E+04  1.571E+03  5.686E+02 -1.263E+04 -5.013E+02  3.660E+01
    5          2.412E+03 -1.611E+03 -6.623E+02 -9.337E+03  4.742E+02 -9.817E+00
    6          2.412E+03 -1.611E+03 -6.625E+02 -9.430E+03 -4.744E+02  9.809E+00
    7          1.237E+04  1.843E+03  8.947E+02 -9.290E+03  4.741E+02 -3.664E+01
    8          1.237E+04  1.843E+03  8.946E+02 -9.383E+03 -4.745E+02  3.661E+01
 
 STRESS of ELEMENT :  475
 ----------------------------------------------
  Position       Sxx        Syy        Szz        Sxy        Syz        Szx     
    1          1.682E+04 -2.035E+03 -1.032E+03 -1.133E+04  5.001E+02 -5.627E+01
    2          1.682E+04 -2.037E+03 -1.033E+03 -1.124E+04 -5.014E+02  5.622E+01
    3          2.669E+04  1.340E+03  3.400E+02 -1.119E+04  4.996E+02 -8.321E+01
    4          2.669E+04  1.338E+03  3.393E+02 -1.110E+04 -5.018E+02  8.286E+01
    5          1.719E+04 -1.379E+03 -4.293E+02 -8.082E+03  4.733E+02 -5.628E+01
    6          1.719E+04 -1.380E+03 -4.300E+02 -7.989E+03 -4.745E+02  5.620E+01
    7          2.715E+04  2.076E+03  1.130E+03 -7.942E+03  4.729E+02 -8.322E+01
    8          2.715E+04  2.075E+03  1.130E+03 -7.850E+03 -4.750E+02  8.285E+01
 
 STRESS of ELEMENT :  476
 ----------------------------------------------
  Position       Sxx        Syy        Szz        Sxy        Syz        Szx     
    1          1.682E+04 -2.037E+03 -1.033E+03 -1.124E+04  5.014E+02 -5.622E+01
    2          1.682E+04 -2.035E+03 -1.032E+03 -1.133E+04 -5.001E+02  5.627E+01
    3          2.669E+04  1.338E+03  3.393E+02 -1.110E+04  5.018E+02 -8.286E+01
    4          2.669E+04  1.340E+03  3.400E+02 -1.119E+04 -4.996E+02  8.321E+01
    5          1.719E+04 -1.380E+03 -4.300E+02 -7.989E+03  4.745E+02 -5.620E+01
    6          1.719E+04 -1.379E+03 -4.293E+02 -8.082E+03 -4.733E+02  5.628E+01
    7          2.715E+04  2.075E+03  1.130E+03 -7.850E+03  4.750E+02 -8.285E+01
    8          2.715E+04  2.076E+03  1.130E+03 -7.942E+03 -4.729E+02  8.322E+01
 
 STRESS of ELEMENT :  477
 ----------------------------------------------
  Position       Sxx        Syy        Szz        Sxy        Syz        Szx     
    1          3.133E+04 -2.254E+03 -1.253E+03 -8.592E+03  4.945E+02 -1.020E+02
    2          3.131E+04 -2.285E+03 -1.266E+03 -8.497E+03 -5.057E+02  1.033E+02
    3          4.121E+04  1.123E+03  1.230E+02 -8.360E+03  4.856E+02 -1.262E+02
    4          4.119E+04  1.092E+03  1.097E+02 -8.264E+03 -5.145E+02  1.326E+02
    5          3.198E+04 -1.134E+03 -1.866E+02 -5.341E+03  4.680E+02 -1.020E+02
    6          3.197E+04 -1.163E+03 -1.992E+02 -5.246E+03 -4.786E+02  1.033E+02
    7          4.194E+04  2.323E+03  1.377E+03 -5.109E+03  4.597E+02 -1.262E+02
    8          4.193E+04  2.294E+03  1.364E+03 -5.013E+03 -4.870E+02  1.326E+02
 
 STRESS of ELEMENT :  478
 ----------------------------------------------
  Position       Sxx        Syy        Szz        Sxy        Syz        Szx     
    1          3.131E+04 -2.285E+03 -1.266E+03 -8.497E+03  5.057E+02 -1.033E+02
    2          3.133E+04 -2.254E+03 -1.253E+03 -8.592E+03 -4.945E+02  1.020E+02
    3          4.119E+04  1.092E+03  1.097E+02 -8.264E+03  5.145E+02 -1.326E+02
    4          4.121E+04  1.123E+03  1.230E+02 -8.360E+03 -4.856E+02  1.262E+02
    5          3.197E+04 -1.163E+03 -1.992E+02 -5.246E+03  4.786E+02 -1.033E+02
    6          3.198E+04 -1.134E+03 -1.866E+02 -5.341E+03 -4.680E+02  1.020E+02
    7          4.193E+04  2.294E+03  1.364E+03 -5.013E+03  4.870E+02 -1.326E+02
    8          4.194E+04  2.323E+03  1.377E+03 -5.109E+03 -4.597E+02  1.262E+02
 
 STRESS of ELEMENT :  479
 ----------------------------------------------
  Position       Sxx        Syy        Szz        Sxy        Syz        Szx     
    1          4.583E+04 -2.456E+03 -1.506E+03 -4.444E+03  5.356E+02 -1.534E+02
    2          4.582E+04 -2.485E+03 -1.518E+03 -4.371E+03 -5.057E+02  1.455E+02
    3          5.565E+04  8.589E+02 -2.737E+02 -4.120E+03  5.273E+02 -2.032E+02
    4          5.564E+04  8.299E+02 -2.861E+02 -4.046E+03 -5.140E+02  1.514E+02
    5          4.677E+04 -8.727E+02  2.657E+01 -1.193E+03  5.069E+02 -1.534E+02
    6          4.675E+04 -9.001E+02  1.481E+01 -1.119E+03 -4.787E+02  1.455E+02
    7          5.667E+04  2.526E+03  1.454E+03 -8.691E+02  4.990E+02 -2.032E+02
    8          5.665E+04  2.498E+03  1.442E+03 -7.948E+02 -4.865E+02  1.514E+02
 
 STRESS of ELEMENT :  480
 ----------------------------------------------
  Position       Sxx        Syy        Szz        Sxy        Syz        Szx     
    1          4.582E+04 -2.485E+03 -1.518E+03 -4.371E+03  5.057E+02 -1.455E+02
    2          4.583E+04 -2.456E+03 -1.506E+03 -4.444E+03 -5.356E+02  1.534E+02
    3          5.564E+04  8.299E+02 -2.861E+02 -4.046E+03  5.140E+02 -1.514E+02
    4          5.565E+04  8.589E+02 -2.737E+02 -4.120E+03 -5.273E+02  2.032E+02
    5          4.675E+04 -9.001E+02  1.481E+01 -1.119E+03  4.787E+02 -1.455E+02
    6          4.677E+04 -8.727E+02  2.657E+01 -1.193E+03 -5.069E+02  1.534E+02
    7          5.665E+04  2.498E+03  1.442E+03 -7.948E+02  4.865E+02 -1.514E+02
    8          5.667E+04  2.526E+03  1.454E+03 -8.691E+02 -4.990E+02  2.032E+02
 
 STRESS of ELEMENT :  481
 ----------------------------------------------
  Position       Sxx        Syy        Szz        Sxy        Syz        Szx     
    1         -5.030E+04 -6.974E+02  3.300E+02 -3.965E+03  4.784E+02  2.032E+02
    2         -5.029E+04 -6.712E+02  3.413E+02 -3.891E+03 -4.663E+02 -1.514E+02
    3         -4.142E+04  2.297E+03  1.435E+03 -4.290E+03  4.858E+02  1.533E+02
    4         -4.141E+04  2.323E+03  1.447E+03 -4.216E+03 -4.588E+02 -1.455E+02
    5         -5.132E+04 -2.364E+03 -1.398E+03 -1.024E+03  4.501E+02  2.032E+02
    6         -5.131E+04 -2.340E+03 -1.387E+03 -9.499E+02 -4.388E+02 -1.514E+02
    7         -4.236E+04  7.140E+02 -9.701E+01 -1.349E+03  4.571E+02  1.534E+02
    8         -4.235E+04  7.386E+02 -8.640E+01 -1.275E+03 -4.318E+02 -1.454E+02
 
 STRESS of ELEMENT :  482
 ----------------------------------------------
  Position       Sxx        Syy        Szz        Sxy        Syz        Szx     
    1         -5.029E+04 -6.712E+02  3.413E+02 -3.891E+03  4.663E+02  1.514E+02
    2         -5.030E+04 -6.974E+02  3.300E+02 -3.965E+03 -4.784E+02 -2.032E+02
    3         -4.141E+04  2.323E+03  1.447E+03 -4.216E+03  4.588E+02  1.455E+02
    4         -4.142E+04  2.297E+03  1.435E+03 -4.290E+03 -4.858E+02 -1.533E+02
    5         -5.131E+04 -2.340E+03 -1.387E+03 -9.499E+02  4.388E+02  1.514E+02
    6         -5.132E+04 -2.364E+03 -1.398E+03 -1.024E+03 -4.501E+02 -2.032E+02
    7         -4.235E+04  7.386E+02 -8.640E+01 -1.275E+03  4.318E+02  1.454E+02
    8         -4.236E+04  7.140E+02 -9.701E+01 -1.349E+03 -4.571E+02 -1.534E+02
 
 STRESS of ELEMENT :  483
 ----------------------------------------------
  Position       Sxx        Syy        Szz        Sxy        Syz        Szx     
    1         -3.725E+04 -9.589E+02 -5.159E+01 -8.205E+03  4.406E+02  1.262E+02
    2         -3.723E+04 -9.309E+02 -3.952E+01 -8.109E+03 -4.668E+02 -1.326E+02
    3         -2.831E+04  2.092E+03  1.185E+03 -8.438E+03  4.486E+02  1.019E+02
    4         -2.830E+04  2.120E+03  1.197E+03 -8.342E+03 -4.588E+02 -1.033E+02
    5         -3.798E+04 -2.160E+03 -1.306E+03 -5.264E+03  4.146E+02  1.262E+02
    6         -3.797E+04 -2.133E+03 -1.294E+03 -5.168E+03 -4.392E+02 -1.325E+02
    7         -2.897E+04  9.718E+02  1.181E+02 -5.496E+03  4.221E+02  1.020E+02
    8         -2.896E+04  9.981E+02  1.294E+02 -5.400E+03 -4.318E+02 -1.033E+02
 
 STRESS of ELEMENT :  484
 ----------------------------------------------
  Position       Sxx        Syy        Szz        Sxy        Syz        Szx     
    1         -3.723E+04 -9.309E+02 -3.952E+01 -8.109E+03  4.668E+02  1.326E+02
    2         -3.725E+04 -9.589E+02 -5.159E+01 -8.205E+03 -4.406E+02 -1.262E+02
    3         -2.830E+04  2.120E+03  1.197E+03 -8.342E+03  4.588E+02  1.033E+02
    4         -2.831E+04  2.092E+03  1.185E+03 -8.438E+03 -4.486E+02 -1.019E+02
    5         -3.797E+04 -2.133E+03 -1.294E+03 -5.168E+03  4.392E+02  1.325E+02
    6         -3.798E+04 -2.160E+03 -1.306E+03 -5.264E+03 -4.146E+02 -1.262E+02
    7         -2.896E+04  9.981E+02  1.294E+02 -5.400E+03  4.318E+02  1.033E+02
    8         -2.897E+04  9.718E+02  1.181E+02 -5.496E+03 -4.221E+02 -1.020E+02
 
 STRESS of ELEMENT :  485
 ----------------------------------------------
  Position       Sxx        Syy        Szz        Sxy        Syz        Szx     
    1         -2.413E+04 -1.177E+03 -2.700E+02 -1.104E+04  4.533E+02  8.317E+01
    2         -2.413E+04 -1.176E+03 -2.693E+02 -1.095E+04 -4.553E+02 -8.284E+01
    3         -1.520E+04  1.872E+03  9.625E+02 -1.118E+04  4.537E+02  5.624E+01
    4         -1.520E+04  1.874E+03  9.631E+02 -1.109E+04 -4.549E+02 -5.620E+01
    5         -2.459E+04 -1.915E+03 -1.060E+03 -8.097E+03  4.266E+02  8.321E+01
    6         -2.459E+04 -1.913E+03 -1.060E+03 -8.004E+03 -4.285E+02 -8.281E+01
    7         -1.558E+04  1.215E+03  3.595E+02 -8.237E+03  4.270E+02  5.627E+01
    8         -1.557E+04  1.217E+03  3.601E+02 -8.144E+03 -4.281E+02 -5.618E+01
 
 STRESS of ELEMENT :  486
 ----------------------------------------------
  Position       Sxx        Syy        Szz        Sxy        Syz        Szx     
    1         -2.413E+04 -1.176E+03 -2.693E+02 -1.095E+04  4.553E+02  8.284E+01
    2         -2.413E+04 -1.177E+03 -2.700E+02 -1.104E+04 -4.533E+02 -8.317E+01
    3         -1.520E+04  1.874E+03  9.631E+02 -1.109E+04  4.549E+02  5.620E+01
    4         -1.520E+04  1.872E+03  9.625E+02 -1.118E+04 -4.537E+02 -5.624E+01
    5         -2.459E+04 -1.913E+03 -1.060E+03 -8.004E+03  4.285E+02  8.281E+01
    6         -2.459E+04 -1.915E+03 -1.060E+03 -8.097E+03 -4.266E+02 -8.321E+01
    7         -1.557E+04  1.217E+03  3.601E+02 -8.144E+03  4.281E+02  5.618E+01
    8         -1.558E+04  1.215E+03  3.595E+02 -8.237E+03 -4.270E+02 -5.627E+01
 
 STRESS of ELEMENT :  487
 ----------------------------------------------
  Position       Sxx        Syy        Szz        Sxy        Syz        Szx     
    1         -1.102E+04 -1.408E+03 -4.988E+02 -1.248E+04  4.548E+02  3.659E+01
    2         -1.102E+04 -1.408E+03 -4.989E+02 -1.239E+04 -4.545E+02 -3.664E+01
    3         -2.088E+03  1.641E+03  7.311E+02 -1.253E+04  4.548E+02  9.803E+00
    4         -2.088E+03  1.640E+03  7.310E+02 -1.243E+04 -4.546E+02 -9.817E+00
    5         -1.120E+04 -1.681E+03 -8.250E+02 -9.538E+03  4.280E+02  3.660E+01
    6         -1.120E+04 -1.681E+03 -8.251E+02 -9.445E+03 -4.277E+02 -3.662E+01
    7         -2.187E+03  1.448E+03  5.926E+02 -9.584E+03  4.279E+02  9.807E+00
    8         -2.188E+03  1.448E+03  5.925E+02 -9.492E+03 -4.278E+02 -9.813E+00
 
 STRESS of ELEMENT :  488
 ----------------------------------------------
  Position       Sxx        Syy        Szz        Sxy        Syz        Szx     
    1         -1.102E+04 -1.408E+03 -4.989E+02 -1.239E+04  4.545E+02  3.664E+01
    2         -1.102E+04 -1.408E+03 -4.988E+02 -1.248E+04 -4.548E+02 -3.659E+01
    3         -2.088E+03  1.640E+03  7.310E+02 -1.243E+04  4.546E+02  9.817E+00
    4         -2.088E+03  1.641E+03  7.311E+02 -1.253E+04 -4.548E+02 -9.803E+00
    5         -1.120E+04 -1.681E+03 -8.251E+02 -9.445E+03  4.277E+02  3.662E+01
    6         -1.120E+04 -1.681E+03 -8.250E+02 -9.538E+03 -4.280E+02 -3.660E+01
    7         -2.188E+03  1.448E+03  5.925E+02 -9.492E+03  4.278E+02  9.813E+00
    8         -2.187E+03  1.448E+03  5.926E+02 -9.584E+03 -4.279E+02 -9.807E+00
 
 STRESS of ELEMENT :  489
 ----------------------------------------------
  Position       Sxx        Syy        Szz        Sxy        Syz        Szx     
    1          2.088E+03 -1.641E+03 -7.311E+02 -1.253E+04  4.548E+02 -9.803E+00
    2          2.088E+03 -1.640E+03 -7.310E+02 -1.243E+04 -4.546E+02  9.817E+00
    3          1.102E+04  1.408E+03  4.988E+02 -1.248E+04  4.548E+02 -3.659E+01
    4          1.102E+04  1.408E+03  4.989E+02 -1.239E+04 -4.545E+02  3.664E+01
    5          2.187E+03 -1.448E+03 -5.926E+02 -9.584E+03  4.279E+02 -9.807E+00
    6          2.188E+03 -1.448E+03 -5.925E+02 -9.492E+03 -4.278E+02  9.813E+00
    7          1.120E+04  1.681E+03  8.250E+02 -9.538E+03  4.280E+02 -3.660E+01
    8          1.120E+04  1.681E+03  8.251E+02 -9.445E+03 -4.277E+02  3.662E+01
 
 STRESS of ELEMENT :  490
 ----------------------------------------------
  Position       Sxx        Syy        Szz        Sxy        Syz        Szx     
    1          2.088E+03 -1.640E+03 -7.310E+02 -1.243E+04  4.546E+02 -9.817E+00
    2          2.088E+03 -1.641E+03 -7.311E+02 -1.253E+04 -4.548E+02  9.803E+00
    3          1.102E+04  1.408E+03  4.989E+02 -1.239E+04  4.545E+02 -3.664E+01
    4          1.102E+04  1.408E+03  4.988E+02 -1.248E+04 -4.548E+02  3.659E+01
    5          2.188E+03 -1.448E+03 -5.925E+02 -9.492E+03  4.278E+02 -9.813E+00
    6          2.187E+03 -1.448E+03 -5.926E+02 -9.584E+03 -4.279E+02  9.807E+00
    7          1.120E+04  1.681E+03  8.251E+02 -9.445E+03  4.277E+02 -3.662E+01
    8          1.120E+04  1.681E+03  8.250E+02 -9.538E+03 -4.280E+02  3.660E+01
 
 STRESS of ELEMENT :  491
 ----------------------------------------------
  Position       Sxx        Syy        Szz        Sxy        Syz        Szx     
    1          1.520E+04 -1.872E+03 -9.625E+02 -1.118E+04  4.537E+02 -5.624E+01
    2          1.520E+04 -1.874E+03 -9.631E+02 -1.109E+04 -4.549E+02  5.620E+01
    3          2.413E+04  1.177E+03  2.700E+02 -1.104E+04  4.533E+02 -8.317E+01
    4          2.413E+04  1.176E+03  2.693E+02 -1.095E+04 -4.553E+02  8.284E+01
    5          1.558E+04 -1.215E+03 -3.595E+02 -8.237E+03  4.270E+02 -5.627E+01
    6          1.557E+04 -1.217E+03 -3.601E+02 -8.144E+03 -4.281E+02  5.618E+01
    7          2.459E+04  1.915E+03  1.060E+03 -8.097E+03  4.266E+02 -8.321E+01
    8          2.459E+04  1.913E+03  1.060E+03 -8.004E+03 -4.285E+02  8.281E+01
 
 STRESS of ELEMENT :  492
 ----------------------------------------------
  Position       Sxx        Syy        Szz        Sxy        Syz        Szx     
    1          1.520E+04 -1.874E+03 -9.631E+02 -1.109E+04  4.549E+02 -5.620E+01
    2          1.520E+04 -1.872E+03 -9.625E+02 -1.118E+04 -4.537E+02  5.624E+01
    3          2.413E+04  1.176E+03  2.693E+02 -1.095E+04  4.553E+02 -8.284E+01
    4          2.413E+04  1.177E+03  2.700E+02 -1.104E+04 -4.533E+02  8.317E+01
    5          1.557E+04 -1.217E+03 -3.601E+02 -8.144E+03  4.281E+02 -5.618E+01
    6          1.558E+04 -1.215E+03 -3.595E+02 -8.237E+03 -4.270E+02  5.627E+01
    7          2.459E+04  1.913E+03  1.060E+03 -8.004E+03  4.285E+02 -8.281E+01
    8          2.459E+04  1.915E+03  1.060E+03 -8.097E+03 -4.266E+02  8.321E+01
 
 STRESS of ELEMENT :  493
 ----------------------------------------------
  Position       Sxx        Syy        Szz        Sxy        Syz        Szx     
    1          2.831E+04 -2.092E+03 -1.185E+03 -8.438E+03  4.486E+02 -1.019E+02
    2          2.830E+04 -2.120E+03 -1.197E+03 -8.342E+03 -4.588E+02  1.033E+02
    3          3.725E+04  9.589E+02  5.159E+01 -8.205E+03  4.406E+02 -1.262E+02
    4          3.723E+04  9.309E+02  3.952E+01 -8.109E+03 -4.668E+02  1.326E+02
    5          2.897E+04 -9.718E+02 -1.181E+02 -5.496E+03  4.221E+02 -1.020E+02
    6          2.896E+04 -9.981E+02 -1.294E+02 -5.400E+03 -4.318E+02  1.033E+02
    7          3.798E+04  2.160E+03  1.306E+03 -5.264E+03  4.146E+02 -1.262E+02
    8          3.797E+04  2.133E+03  1.294E+03 -5.168E+03 -4.392E+02  1.325E+02
 
 STRESS of ELEMENT :  494
 ----------------------------------------------
  Position       Sxx        Syy        Szz        Sxy        Syz        Szx     
    1          2.830E+04 -2.120E+03 -1.197E+03 -8.342E+03  4.588E+02 -1.033E+02
    2          2.831E+04 -2.092E+03 -1.185E+03 -8.438E+03 -4.486E+02  1.019E+02
    3          3.723E+04  9.309E+02  3.952E+01 -8.109E+03  4.668E+02 -1.326E+02
    4          3.725E+04  9.589E+02  5.159E+01 -8.205E+03 -4.406E+02  1.262E+02
    5          2.896E+04 -9.981E+02 -1.294E+02 -5.400E+03  4.318E+02 -1.033E+02
    6          2.897E+04 -9.718E+02 -1.181E+02 -5.496E+03 -4.221E+02  1.020E+02
    7          3.797E+04  2.133E+03  1.294E+03 -5.168E+03  4.392E+02 -1.325E+02
    8          3.798E+04  2.160E+03  1.306E+03 -5.264E+03 -4.146E+02  1.262E+02
 
 STRESS of ELEMENT :  495
 ----------------------------------------------
  Position       Sxx        Syy        Szz        Sxy        Syz        Szx     
    1          4.142E+04 -2.297E+03 -1.435E+03 -4.290E+03  4.858E+02 -1.533E+02
    2          4.141E+04 -2.323E+03 -1.447E+03 -4.216E+03 -4.588E+02  1.455E+02
    3          5.030E+04  6.974E+02 -3.300E+02 -3.965E+03  4.784E+02 -2.032E+02
    4          5.029E+04  6.712E+02 -3.413E+02 -3.891E+03 -4.663E+02  1.514E+02
    5          4.236E+04 -7.140E+02  9.701E+01 -1.349E+03  4.571E+02 -1.534E+02
    6          4.235E+04 -7.386E+02  8.640E+01 -1.275E+03 -4.318E+02  1.454E+02
    7          5.132E+04  2.364E+03  1.398E+03 -1.024E+03  4.501E+02 -2.032E+02
    8          5.131E+04  2.340E+03  1.387E+03 -9.499E+02 -4.388E+02  1.514E+02
 
 STRESS of ELEMENT :  496
 ----------------------------------------------
  Position       Sxx        Syy        Szz        Sxy        Syz        Szx     
    1          4.141E+04 -2.323E+03 -1.447E+03 -4.216E+03  4.588E+02 -1.455E+02
    2          4.142E+04 -2.297E+03 -1.435E+03 -4.290E+03 -4.858E+02  1.533E+02
    3          5.029E+04  6.712E+02 -3.413E+02 -3.891E+03  4.663E+02 -1.514E+02
    4          5.030E+04  6.974E+02 -3.300E+02 -3.965E+03 -4.784E+02  2.032E+02
    5          4.235E+04 -7.386E+02  8.640E+01 -1.275E+03  4.318E+02 -1.454E+02
    6          4.236E+04 -7.140E+02  9.701E+01 -1.349E+03 -4.571E+02  1.534E+02
    7          5.131E+04  2.340E+03  1.387E+03 -9.499E+02  4.388E+02 -1.514E+02
    8          5.132E+04  2.364E+03  1.398E+03 -1.024E+03 -4.501E+02  2.032E+02
 
 STRESS of ELEMENT :  497
 ----------------------------------------------
  Position       Sxx        Syy        Szz        Sxy        Syz        Szx     
    1         -4.495E+04 -5.363E+02  3.862E+02 -3.810E+03  4.294E+02  2.032E+02
